Entity,Code,Year,Terrorist attacks Unknown,Terrorist attacks Hijacking,Terrorist attacks Hostage Taking (Barricade Incident),Terrorist attacks Unarmed Assault,Terrorist attacks Facility/Infrastructure Attack,Terrorist attacks Hostage Taking (Kidnapping),Terrorist attacks Assassination,Terrorist attacks Armed Assault,Terrorist attacks Bombing/Explosion,Terrorist attacks,Terrorism deaths
Egypt,EGY,1976,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,GNQ,1976,0,0,0,0,0,0,0,0,0,0,0
Eswatini,SWZ,1976,0,0,0,0,0,0,0,0,0,0,0
Falkland Islands,FLK,1976,0,0,0,0,0,0,0,0,0,0,0
Fiji,FJI,1976,0,0,0,0,0,0,0,0,0,0,0
Finland,FIN,1976,0,0,0,0,0,0,0,0,0,0,0
French Guiana,GUF,1976,0,0,0,0,0,0,0,0,0,0,0
French Polynesia,PYF,1976,0,0,0,0,0,0,0,0,0,0,0
Gabon,GAB,1976,0,0,0,0,0,0,0,0,0,0,0
Gambia,GMB,1976,0,0,0,0,0,0,0,0,0,0,0
Ghana,GHA,1976,0,0,0,0,0,0,0,0,0,0,0
Grenada,GRD,1976,0,0,0,0,0,0,0,0,0,0,0
Guadeloupe,GLP,1976,0,0,0,0,0,0,0,0,0,0,0
Guinea,GIN,1976,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,GNB,1976,0,0,0,0,0,0,0,0,0,0,0
Guyana,GUY,1976,0,0,0,0,0,0,0,0,0,0,0
Haiti,HTI,1976,0,0,0,0,0,0,0,0,0,0,0
Honduras,HND,1976,0,0,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1976,0,0,0,0,0,0,0,0,0,0,0
Hungary,HUN,1976,0,0,0,0,0,0,0,0,0,0,0
Iceland,ISL,1976,0,0,0,0,0,0,0,0,0,0,0
Indonesia,IDN,1976,0,0,0,0,0,0,0,0,0,0,0
Laos,LAO,1976,0,0,0,0,0,0,0,0,0,0,0
Lesotho,LSO,1976,0,0,0,0,0,0,0,0,0,0,0
Liberia,LBR,1976,0,0,0,0,0,0,0,0,0,0,0
Libya,LBY,1976,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,LUX,1976,0,0,0,0,0,0,0,0,0,0,0
Macao,MAC,1976,0,0,0,0,0,0,0,0,0,0,0
Madagascar,MDG,1976,0,0,0,0,0,0,0,0,0,0,0
Malawi,MWI,1976,0,0,0,0,0,0,0,0,0,0,0
Malaysia,MYS,1976,0,0,0,0,0,0,0,0,0,0,0
Maldives,MDV,1976,0,0,0,0,0,0,0,0,0,0,0
Mali,MLI,1976,0,0,0,0,0,0,0,0,0,0,0
Malta,MLT,1976,0,0,0,0,0,0,0,0,0,0,0
Martinique,MTQ,1976,0,0,0,0,0,0,0,0,0,0,0
Mauritania,MRT,1976,0,0,0,0,0,0,0,0,0,0,0
Mauritius,MUS,1976,0,0,0,0,0,0,0,0,0,0,0
Mozambique,MOZ,1976,0,0,0,0,0,0,0,0,0,0,0
Nepal,NPL,1976,0,0,0,0,0,0,0,0,0,0,0
New Caledonia,NCL,1976,0,0,0,0,0,0,0,0,0,0,0
New Zealand,NZL,1976,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,NIC,1976,0,0,0,0,0,0,0,0,0,0,0
Niger,NER,1976,0,0,0,0,0,0,0,0,0,0,0
North Korea,PRK,1976,0,0,0,0,0,0,0,0,0,0,0
Norway,NOR,1976,0,0,0,0,0,0,0,0,0,0,0
Papua New Guinea,PNG,1976,0,0,0,0,0,0,0,0,0,0,0
Peru,PER,1976,0,0,0,0,0,0,0,0,0,0,0
Poland,POL,1976,0,0,0,0,0,0,0,0,0,0,0
Qatar,QAT,1976,0,0,0,0,0,0,0,0,0,0,0
Romania,ROU,1976,0,0,0,0,0,0,0,0,0,0,0
Rwanda,RWA,1976,0,0,0,0,0,0,0,0,0,0,0
Saint Kitts and Nevis,KNA,1976,0,0,0,0,0,0,0,0,0,0,0
Saint Lucia,LCA,1976,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,SAU,1976,0,0,0,0,0,0,0,0,0,0,0
Senegal,SEN,1976,0,0,0,0,0,0,0,0,0,0,0
Seychelles,SYC,1976,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,SLE,1976,0,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,1976,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands,SLB,1976,0,0,0,0,0,0,0,0,0,0,0
Somalia,SOM,1976,0,0,0,0,0,0,0,0,0,0,0
South Korea,KOR,1976,0,0,0,0,0,0,0,0,0,0,0
South Sudan,SSD,1976,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,LKA,1976,0,0,0,0,0,0,0,0,0,0,0
Sudan,SDN,1976,0,0,0,0,0,0,0,0,0,0,0
Suriname,SUR,1976,0,0,0,0,0,0,0,0,0,0,0
Sweden,SWE,1976,0,0,0,0,0,0,0,0,0,0,0
Tanzania,TZA,1976,0,0,0,0,0,0,0,0,0,0,0
Thailand,THA,1976,0,0,0,0,0,0,0,0,0,0,0
Togo,TGO,1976,0,0,0,0,0,0,0,0,0,0,0
Tunisia,TUN,1976,0,0,0,0,0,0,0,0,0,0,0
USSR,OWID_USS,1976,0,0,0,0,0,0,0,0,0,0,0
Uganda,UGA,1976,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,ARE,1976,0,0,0,0,0,0,0,0,0,0,0
Uruguay,URY,1976,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,VUT,1976,0,0,0,0,0,0,0,0,0,0,0
Vatican,VAT,1976,0,0,0,0,0,0,0,0,0,0,0
Vietnam,VNM,1976,0,0,0,0,0,0,0,0,0,0,0
Wallis and Futuna,WLF,1976,0,0,0,0,0,0,0,0,0,0,0
Western Sahara,ESH,1976,0,0,0,0,0,0,0,0,0,0,0
Yemen,YEM,1976,0,0,0,0,0,0,0,0,0,0,0
Yemen Arab Republic,OWID_YAR,1976,0,0,0,0,0,0,0,0,0,0,0
Yugoslavia,OWID_YGS,1976,0,0,0,0,0,0,0,0,0,0,0
Zambia,ZMB,1976,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,ZWE,1976,0,0,0,0,0,0,0,0,0,0,0
Czechia,CZE,1978,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,KAZ,1978,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,TJK,1978,0,0,0,0,0,0,0,0,0,0,0
Russia,RUS,1978,0,0,0,0,0,0,0,0,0,0,0
Croatia,HRV,1978,0,0,0,0,0,0,0,0,0,0,0
Armenia,ARM,1978,0,0,0,0,0,0,0,0,0,0,0
Slovakia,SVK,1978,0,0,0,0,0,0,0,0,0,0,0
Latvia,LVA,1978,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,TKM,1978,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,UZB,1978,0,0,0,0,0,0,0,0,0,0,0
Serbia,SRB,1978,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,AZE,1978,0,0,0,0,0,0,0,0,0,0,0
Serbia and Montenegro,OWID_SRM,1978,0,0,0,0,0,0,0,0,0,0,0
Montenegro,MNE,1978,0,0,0,0,0,0,0,0,0,0,0
Estonia,EST,1978,0,0,0,0,0,0,0,0,0,0,0
Ukraine,UKR,1978,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,1978,0,0,0,0,0,0,0,0,0,0,0
Germany,DEU,1978,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina,BIH,1978,0,0,0,0,0,0,0,0,0,0,0
Belarus,BLR,1978,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,KGZ,1978,0,0,0,0,0,0,0,0,0,0,0
Eritrea,ERI,1978,0,0,0,0,0,0,0,0,0,0,0
Slovenia,SVN,1978,0,0,0,0,0,0,0,0,0,0,0
Kosovo,OWID_KOS,1978,0,0,0,0,0,0,0,0,0,0,0
Lithuania,LTU,1978,0,0,0,0,0,0,0,0,0,0,0
Moldova,MDA,1978,0,0,0,0,0,0,0,0,0,0,0
Algeria,DZA,1978,0,0,0,0,0,0,1,0,0,1,0
Angola,AGO,1978,0,0,0,0,0,0,0,0,2,2,0
Argentina,ARG,1978,0,0,0,0,0,4,4,4,13,25,13
Australia,AUS,1978,0,0,0,0,0,0,0,0,2,2,2
Austria,AUT,1978,0,0,0,0,0,0,0,1,0,1,0
Belgium,BEL,1978,0,0,0,0,1,2,0,0,5,8,1
Bolivia,BOL,1978,0,0,0,0,0,0,0,1,2,3,0
Brazil,BRA,1978,0,0,0,0,0,3,1,0,1,5,1
Cambodia,KHM,1978,0,0,0,0,0,0,1,0,0,1,1
Chile,CHL,1978,0,0,0,0,1,0,2,0,5,8,0
Colombia,COL,1978,8,0,17,0,3,28,24,34,44,158,71
Costa Rica,CRI,1978,0,0,0,0,0,0,0,1,1,2,0
Cyprus,CYP,1978,0,0,0,0,0,0,1,1,0,2,16
Denmark,DNK,1978,0,0,0,0,1,0,0,0,0,1,0
Dominican Republic,DOM,1978,0,0,0,0,0,0,0,1,0,1,3
East Germany,OWID_GDR,1978,0,0,0,0,0,0,1,0,0,1,0
Ecuador,ECU,1978,0,0,0,0,0,0,5,1,5,11,2
Egypt,EGY,1978,0,0,0,0,0,0,0,0,2,2,2
El Salvador,SLV,1978,10,0,4,0,2,10,15,11,39,91,33
Ethiopia,ETH,1978,0,0,0,0,0,1,0,1,0,2,25
France,FRA,1978,1,0,1,0,4,2,7,2,42,59,21
Greece,GRC,1978,0,0,0,0,0,0,0,1,38,39,0
Guatemala,GTM,1978,0,0,0,0,2,4,15,4,4,29,35
Guyana,GUY,1978,0,0,0,0,0,0,1,0,0,1,5
Indonesia,IDN,1978,0,0,0,0,0,1,1,0,0,2,0
Iran,IRN,1978,0,0,0,1,8,0,6,3,9,27,447
Ireland,IRL,1978,0,0,0,0,0,0,0,3,0,3,1
Israel,ISR,1978,0,0,1,0,0,0,0,0,22,23,52
Italy,ITA,1978,3,0,6,1,83,7,39,40,98,277,26
Japan,JPN,1978,0,0,0,1,23,0,2,6,3,35,4
Kenya,KEN,1978,0,0,0,0,0,0,0,0,1,1,4
Kuwait,KWT,1978,0,0,0,0,0,0,1,0,0,1,1
Lebanon,LBN,1978,1,0,0,0,0,1,4,2,4,12,107
Mexico,MEX,1978,1,0,0,0,2,8,2,8,9,30,7
Morocco,MAR,1978,1,0,0,0,0,0,0,0,0,1,10
Mozambique,MOZ,1978,0,0,0,0,0,0,0,0,2,2,2
Namibia,NAM,1978,0,0,0,0,0,0,2,0,6,8,2
Netherlands,NLD,1978,1,0,1,0,1,0,0,0,0,3,1
Nicaragua,NIC,1978,12,0,2,0,4,3,23,19,13,76,93
Pakistan,PAK,1978,0,0,0,0,0,0,0,1,1,2,5
Peru,PER,1978,0,0,0,0,0,2,0,0,2,4,0
Philippines,PHL,1978,3,0,0,0,0,3,1,13,16,36,128
Portugal,PRT,1978,0,0,0,0,1,0,0,1,2,4,0
South Africa,ZAF,1978,3,0,0,0,0,0,3,0,3,9,6
Spain,ESP,1978,5,0,7,0,25,11,57,30,74,209,84
Sweden,SWE,1978,0,0,0,0,1,0,0,0,0,1,0
Switzerland,CHE,1978,0,0,0,0,0,0,0,0,3,3,0
Syria,SYR,1978,0,0,0,0,0,0,0,1,0,1,0
Thailand,THA,1978,0,0,0,0,0,0,0,2,3,5,29
Turkey,TUR,1978,0,0,0,0,0,0,12,7,33,52,40
USSR,OWID_USS,1978,0,0,0,0,0,0,0,0,1,1,4
United Arab Emirates,ARE,1978,0,0,0,0,0,0,0,1,0,1,5
United Kingdom,GBR,1978,0,0,0,1,4,2,18,26,49,100,81
United States,USA,1978,0,0,4,0,12,1,4,8,58,87,8
Venezuela,VEN,1978,2,0,0,0,0,0,1,3,1,7,1
West Germany,OWID_GFR,1978,0,0,0,1,1,1,0,1,15,19,0
Western Sahara,ESH,1978,0,0,0,0,0,1,0,0,0,1,0
World,OWID_WRL,1978,29,0,37,5,171,78,203,202,579,1304,1216
Yemen Arab Republic,OWID_YAR,1978,0,0,0,0,0,0,2,0,0,2,1
Zambia,ZMB,1978,0,0,0,0,0,0,0,0,3,3,0
Afghanistan,AFG,1978,0,0,0,0,0,0,0,0,0,0,0
Albania,ALB,1978,0,0,0,0,0,0,0,0,0,0,0
Andorra,AND,1978,0,0,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,ATG,1978,0,0,0,0,0,0,0,0,0,0,0
Bahamas,BHS,1978,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,1978,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,BGD,1978,0,0,0,0,0,0,0,0,0,0,0
Barbados,BRB,1978,0,0,0,0,0,0,0,0,0,0,0
Belize,BLZ,1978,0,0,0,0,0,0,0,0,0,0,0
Benin,BEN,1978,0,0,0,0,0,0,0,0,0,0,0
Bhutan,BTN,1978,0,0,0,0,0,0,0,0,0,0,0
Botswana,BWA,1978,0,0,0,0,0,0,0,0,0,0,0
Brunei,BRN,1978,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,1978,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,BFA,1978,0,0,0,0,0,0,0,0,0,0,0
Burundi,BDI,1978,0,0,0,0,0,0,0,0,0,0,0
Cameroon,CMR,1978,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,1978,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,CAF,1978,0,0,0,0,0,0,0,0,0,0,0
Chad,TCD,1978,0,0,0,0,0,0,0,0,0,0,0
China,CHN,1978,0,0,0,0,0,0,0,0,0,0,0
Comoros,COM,1978,0,0,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,CIV,1978,0,0,0,0,0,0,0,0,0,0,0
Cuba,CUB,1978,0,0,0,0,0,0,0,0,0,0,0
Czechoslovakia,OWID_CZS,1978,0,0,0,0,0,0,0,0,0,0,0
Democratic Republic of Congo,COD,1978,0,0,0,0,0,0,0,0,0,0,0
Djibouti,DJI,1978,0,0,0,0,0,0,0,0,0,0,0
Dominica,DMA,1978,0,0,0,0,0,0,0,0,0,0,0
East Timor,TLS,1978,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,GNQ,1978,0,0,0,0,0,0,0,0,0,0,0
Eswatini,SWZ,1978,0,0,0,0,0,0,0,0,0,0,0
Falkland Islands,FLK,1978,0,0,0,0,0,0,0,0,0,0,0
Fiji,FJI,1978,0,0,0,0,0,0,0,0,0,0,0
Finland,FIN,1978,0,0,0,0,0,0,0,0,0,0,0
French Guiana,GUF,1978,0,0,0,0,0,0,0,0,0,0,0
French Polynesia,PYF,1978,0,0,0,0,0,0,0,0,0,0,0
Gabon,GAB,1978,0,0,0,0,0,0,0,0,0,0,0
Gambia,GMB,1978,0,0,0,0,0,0,0,0,0,0,0
Ghana,GHA,1978,0,0,0,0,0,0,0,0,0,0,0
Grenada,GRD,1978,0,0,0,0,0,0,0,0,0,0,0
Guadeloupe,GLP,1978,0,0,0,0,0,0,0,0,0,0,0
Guinea,GIN,1978,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,GNB,1978,0,0,0,0,0,0,0,0,0,0,0
Haiti,HTI,1978,0,0,0,0,0,0,0,0,0,0,0
Honduras,HND,1978,0,0,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1978,0,0,0,0,0,0,0,0,0,0,0
Hungary,HUN,1978,0,0,0,0,0,0,0,0,0,0,0
Iceland,ISL,1978,0,0,0,0,0,0,0,0,0,0,0
India,IND,1978,0,0,0,0,0,0,0,0,0,0,0
Iraq,IRQ,1978,0,0,0,0,0,0,0,0,0,0,0
Jamaica,JAM,1978,0,0,0,0,0,0,0,0,0,0,0
Jordan,JOR,1978,0,0,0,0,0,0,0,0,0,0,0
Laos,LAO,1978,0,0,0,0,0,0,0,0,0,0,0
Lesotho,LSO,1978,0,0,0,0,0,0,0,0,0,0,0
Liberia,LBR,1978,0,0,0,0,0,0,0,0,0,0,0
Libya,LBY,1978,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,LUX,1978,0,0,0,0,0,0,0,0,0,0,0
Macao,MAC,1978,0,0,0,0,0,0,0,0,0,0,0
Madagascar,MDG,1978,0,0,0,0,0,0,0,0,0,0,0
Malawi,MWI,1978,0,0,0,0,0,0,0,0,0,0,0
Malaysia,MYS,1978,0,0,0,0,0,0,0,0,0,0,0
Maldives,MDV,1978,0,0,0,0,0,0,0,0,0,0,0
Mali,MLI,1978,0,0,0,0,0,0,0,0,0,0,0
Malta,MLT,1978,0,0,0,0,0,0,0,0,0,0,0
Martinique,MTQ,1978,0,0,0,0,0,0,0,0,0,0,0
Mauritania,MRT,1978,0,0,0,0,0,0,0,0,0,0,0
Mauritius,MUS,1978,0,0,0,0,0,0,0,0,0,0,0
Myanmar,MMR,1978,0,0,0,0,0,0,0,0,0,0,0
Nepal,NPL,1978,0,0,0,0,0,0,0,0,0,0,0
New Caledonia,NCL,1978,0,0,0,0,0,0,0,0,0,0,0
New Zealand,NZL,1978,0,0,0,0,0,0,0,0,0,0,0
Niger,NER,1978,0,0,0,0,0,0,0,0,0,0,0
Nigeria,NGA,1978,0,0,0,0,0,0,0,0,0,0,0
North Korea,PRK,1978,0,0,0,0,0,0,0,0,0,0,0
Norway,NOR,1978,0,0,0,0,0,0,0,0,0,0,0
Panama,PAN,1978,0,0,0,0,0,0,0,0,0,0,0
Papua New Guinea,PNG,1978,0,0,0,0,0,0,0,0,0,0,0
Paraguay,PRY,1978,0,0,0,0,0,0,0,0,0,0,0
Poland,POL,1978,0,0,0,0,0,0,0,0,0,0,0
Qatar,QAT,1978,0,0,0,0,0,0,0,0,0,0,0
Romania,ROU,1978,0,0,0,0,0,0,0,0,0,0,0
Rwanda,RWA,1978,0,0,0,0,0,0,0,0,0,0,0
Saint Kitts and Nevis,KNA,1978,0,0,0,0,0,0,0,0,0,0,0
Saint Lucia,LCA,1978,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,SAU,1978,0,0,0,0,0,0,0,0,0,0,0
Senegal,SEN,1978,0,0,0,0,0,0,0,0,0,0,0
Seychelles,SYC,1978,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,SLE,1978,0,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,1978,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands,SLB,1978,0,0,0,0,0,0,0,0,0,0,0
Somalia,SOM,1978,0,0,0,0,0,0,0,0,0,0,0
South Korea,KOR,1978,0,0,0,0,0,0,0,0,0,0,0
South Sudan,SSD,1978,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,LKA,1978,0,0,0,0,0,0,0,0,0,0,0
Sudan,SDN,1978,0,0,0,0,0,0,0,0,0,0,0
Suriname,SUR,1978,0,0,0,0,0,0,0,0,0,0,0
Taiwan,TWN,1978,0,0,0,0,0,0,0,0,0,0,0
Tanzania,TZA,1978,0,0,0,0,0,0,0,0,0,0,0
Togo,TGO,1978,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,TTO,1978,0,0,0,0,0,0,0,0,0,0,0
Tunisia,TUN,1978,0,0,0,0,0,0,0,0,0,0,0
Uganda,UGA,1978,0,0,0,0,0,0,0,0,0,0,0
Uruguay,URY,1978,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,VUT,1978,0,0,0,0,0,0,0,0,0,0,0
Vatican,VAT,1978,0,0,0,0,0,0,0,0,0,0,0
Vietnam,VNM,1978,0,0,0,0,0,0,0,0,0,0,0
Wallis and Futuna,WLF,1978,0,0,0,0,0,0,0,0,0,0,0
Yemen,YEM,1978,0,0,0,0,0,0,0,0,0,0,0
Yugoslavia,OWID_YGS,1978,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,ZWE,1978,0,0,0,0,0,0,0,0,0,0,0
Czechia,CZE,1974,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,KAZ,1974,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,TJK,1974,0,0,0,0,0,0,0,0,0,0,0
Russia,RUS,1974,0,0,0,0,0,0,0,0,0,0,0
Croatia,HRV,1974,0,0,0,0,0,0,0,0,0,0,0
Armenia,ARM,1974,0,0,0,0,0,0,0,0,0,0,0
Slovakia,SVK,1974,0,0,0,0,0,0,0,0,0,0,0
Latvia,LVA,1974,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,TKM,1974,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,UZB,1974,0,0,0,0,0,0,0,0,0,0,0
Serbia,SRB,1974,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,AZE,1974,0,0,0,0,0,0,0,0,0,0,0
Serbia and Montenegro,OWID_SRM,1974,0,0,0,0,0,0,0,0,0,0,0
Montenegro,MNE,1974,0,0,0,0,0,0,0,0,0,0,0
Estonia,EST,1974,0,0,0,0,0,0,0,0,0,0,0
Ukraine,UKR,1974,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,1974,0,0,0,0,0,0,0,0,0,0,0
Germany,DEU,1974,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina,BIH,1974,0,0,0,0,0,0,0,0,0,0,0
Belarus,BLR,1974,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,KGZ,1974,0,0,0,0,0,0,0,0,0,0,0
Eritrea,ERI,1974,0,0,0,0,0,0,0,0,0,0,0
Slovenia,SVN,1974,0,0,0,0,0,0,0,0,0,0,0
Kosovo,OWID_KOS,1974,0,0,0,0,0,0,0,0,0,0,0
Lithuania,LTU,1974,0,0,0,0,0,0,0,0,0,0,0
Moldova,MDA,1974,0,0,0,0,0,0,0,0,0,0,0
Andorra,AND,1974,0,0,0,0,0,0,0,1,0,1,0
Argentina,ARG,1974,0,0,1,0,0,17,12,3,38,71,21
Australia,AUS,1974,0,0,0,0,1,0,0,0,0,1,0
Austria,AUT,1974,0,0,0,1,0,0,0,0,0,1,0
Belgium,BEL,1974,0,0,0,0,3,0,0,0,2,5,0
Bolivia,BOL,1974,0,0,0,0,0,1,0,0,0,1,0
Botswana,BWA,1974,0,0,0,0,0,0,1,0,0,1,1
Canada,CAN,1974,0,0,0,0,0,0,0,0,1,1,0
Chad,TCD,1974,0,0,0,0,0,1,0,0,0,1,0
Dominican Republic,DOM,1974,0,0,1,0,0,1,0,0,0,2,0
East Germany,OWID_GDR,1974,0,0,0,0,0,1,0,0,0,1,1
Ecuador,ECU,1974,0,0,0,0,0,0,0,0,3,3,0
El Salvador,SLV,1974,0,0,0,0,0,0,0,1,2,3,0
Ethiopia,ETH,1974,0,0,0,0,0,2,0,0,2,4,3
France,FRA,1974,0,0,0,0,3,1,3,2,20,29,3
Greece,GRC,1974,0,0,0,0,0,0,0,0,6,6,92
Guatemala,GTM,1974,0,0,0,0,0,1,0,0,0,1,0
Haiti,HTI,1974,0,0,0,0,0,0,0,0,2,2,0
Iran,IRN,1974,0,0,0,0,1,0,1,0,9,11,1
Ireland,IRL,1974,0,0,0,0,0,0,1,0,2,3,34
Israel,ISR,1974,1,0,2,0,0,0,0,3,6,12,78
Italy,ITA,1974,0,0,0,0,8,2,0,1,11,22,23
Jamaica,JAM,1974,0,0,0,0,0,0,0,0,2,2,0
Japan,JPN,1974,0,1,0,0,2,0,0,0,0,3,0
Kuwait,KWT,1974,0,0,0,0,0,1,0,0,0,1,0
Lebanon,LBN,1974,0,1,0,0,0,1,2,0,7,11,0
Mexico,MEX,1974,0,0,0,0,0,3,0,1,12,16,2
Netherlands,NLD,1974,0,0,1,0,0,0,0,1,0,2,1
Nicaragua,NIC,1974,0,0,0,0,0,1,0,0,0,1,0
Pakistan,PAK,1974,0,0,0,0,0,0,0,0,2,2,0
Peru,PER,1974,0,0,0,0,0,0,0,1,2,3,0
Philippines,PHL,1974,0,0,0,0,0,0,1,0,0,1,3
Singapore,SGP,1974,0,0,0,0,0,1,0,0,0,1,0
South Africa,ZAF,1974,0,0,0,0,0,0,0,0,1,1,0
South Korea,KOR,1974,0,0,0,0,0,0,1,0,0,1,1
Spain,ESP,1974,0,0,0,0,0,0,6,4,4,14,19
Switzerland,CHE,1974,0,0,0,0,0,0,0,0,3,3,0
Syria,SYR,1974,0,0,0,0,0,0,0,0,4,4,1
Thailand,THA,1974,0,0,0,0,0,1,0,0,0,1,2
Turkey,TUR,1974,0,0,0,0,0,0,1,0,0,1,0
United Arab Emirates,ARE,1974,0,1,0,0,0,0,0,0,0,1,1
United Kingdom,GBR,1974,0,0,0,1,0,1,123,12,66,203,235
United States,USA,1974,0,0,0,2,11,1,3,14,63,94,16
Venezuela,VEN,1974,0,0,0,0,2,0,0,0,1,3,0
West Germany,OWID_GFR,1974,0,0,0,0,11,0,3,2,12,28,1
World,OWID_WRL,1974,1,3,4,4,42,34,158,45,279,570,539
Yemen Arab Republic,OWID_YAR,1974,0,0,0,0,0,0,0,0,1,1,0
Yugoslavia,OWID_YGS,1974,0,0,0,0,0,0,0,0,1,1,0
Afghanistan,AFG,1974,0,0,0,0,0,0,0,0,0,0,0
Albania,ALB,1974,0,0,0,0,0,0,0,0,0,0,0
Algeria,DZA,1974,0,0,0,0,0,0,0,0,0,0,0
Angola,AGO,1974,0,0,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,ATG,1974,0,0,0,0,0,0,0,0,0,0,0
Bahamas,BHS,1974,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,1974,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,BGD,1974,0,0,0,0,0,0,0,0,0,0,0
Barbados,BRB,1974,0,0,0,0,0,0,0,0,0,0,0
Belize,BLZ,1974,0,0,0,0,0,0,0,0,0,0,0
Benin,BEN,1974,0,0,0,0,0,0,0,0,0,0,0
Bhutan,BTN,1974,0,0,0,0,0,0,0,0,0,0,0
Brazil,BRA,1974,0,0,0,0,0,0,0,0,0,0,0
Brunei,BRN,1974,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,1974,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,BFA,1974,0,0,0,0,0,0,0,0,0,0,0
Burundi,BDI,1974,0,0,0,0,0,0,0,0,0,0,0
Cambodia,KHM,1974,0,0,0,0,0,0,0,0,0,0,0
Cameroon,CMR,1974,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,CAF,1974,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,1974,0,0,0,0,0,0,0,0,0,0,0
China,CHN,1974,0,0,0,0,0,0,0,0,0,0,0
Colombia,COL,1974,0,0,0,0,0,0,0,0,0,0,0
Comoros,COM,1974,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,CRI,1974,0,0,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,CIV,1974,0,0,0,0,0,0,0,0,0,0,0
Cuba,CUB,1974,0,0,0,0,0,0,0,0,0,0,0
Cyprus,CYP,1974,0,0,0,0,0,0,0,0,0,0,0
Czechoslovakia,OWID_CZS,1974,0,0,0,0,0,0,0,0,0,0,0
Democratic Republic of Congo,COD,1974,0,0,0,0,0,0,0,0,0,0,0
Denmark,DNK,1974,0,0,0,0,0,0,0,0,0,0,0
Djibouti,DJI,1974,0,0,0,0,0,0,0,0,0,0,0
Dominica,DMA,1974,0,0,0,0,0,0,0,0,0,0,0
East Timor,TLS,1974,0,0,0,0,0,0,0,0,0,0,0
Egypt,EGY,1974,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,GNQ,1974,0,0,0,0,0,0,0,0,0,0,0
Eswatini,SWZ,1974,0,0,0,0,0,0,0,0,0,0,0
Falkland Islands,FLK,1974,0,0,0,0,0,0,0,0,0,0,0
Fiji,FJI,1974,0,0,0,0,0,0,0,0,0,0,0
Finland,FIN,1974,0,0,0,0,0,0,0,0,0,0,0
